Price,CDP-1,CDP-2,CDP-3
311,381.33333333333337,451.66666666666674,439.9444444444445
312,382.6666666666667,453.33333333333337,441.5555555555556
313,384.00000000000006,455.0000000000001,443.16666666666674
314,385.33333333333337,456.6666666666668,444.7777777777778
315,386.66666666666674,458.3333333333334,446.38888888888897
316,388.00000000000006,460.00000000000006,448.00000000000006
317,389.33333333333337,461.66666666666674,449.6111111111112
318,390.6666666666667,463.33333333333337,451.22222222222234
319,392.00000000000006,465.0000000000001,452.8333333333334
320,393.33333333333337,466.6666666666668,454.4444444444445
321,394.6666666666667,468.3333333333334,456.05555555555566
322,396.00000000000006,470.00000000000006,457.66666666666674
323,397.33333333333337,471.66666666666674,459.2777777777778
324,398.6666666666667,473.3333333333334,460.88888888888897
325,400.0,475.0000000000001,462.5000000000001
326,401.33333333333337,476.66666666666674,464.1111111111112
327,402.6666666666667,478.3333333333334,465.7222222222223
328,404.00000000000006,480.00000000000006,467.3333333333334
329,405.33333333333337,481.66666666666674,468.9444444444445
330,406.66666666666674,483.3333333333334,470.55555555555566
331,408.00000000000006,485.0000000000001,472.1666666666668
332,409.3333333333334,486.66666666666674,473.7777777777778
333,410.66666666666674,488.3333333333334,475.38888888888897
334,412.00000000000006,490.0000000000001,477.0000000000001
335,413.33333333333337,491.6666666666668,478.6111111111112
336,414.6666666666667,493.3333333333334,480.2222222222223
337,416.00000000000006,495.00000000000006,481.8333333333334
338,417.33333333333337,496.66666666666674,483.44444444444457
339,418.66666666666674,498.3333333333334,485.05555555555566
340,420.0,500.0000000000001,486.66666666666674
341,421.3333333333334,501.66666666666674,488.2777777777779
342,422.6666666666667,503.3333333333334,489.88888888888897
343,424.00000000000006,505.0000000000001,491.50000000000006
344,425.3333333333334,506.6666666666668,493.1111111111112
345,426.66666666666674,508.3333333333334,494.7222222222223
346,428.00000000000006,510.0000000000001,496.3333333333334
347,429.33333333333337,511.66666666666674,497.94444444444457
348,430.66666666666674,513.3333333333334,499.5555555555556
349,432.00000000000006,515.0000000000001,501.16666666666674
350,433.33333333333337,516.6666666666667,502.7777777777778
351,434.66666666666674,518.3333333333334,504.3888888888889
352,436.00000000000006,520.0000000000001,506.00000000000006
353,437.33333333333337,521.6666666666667,507.6111111111112
354,438.6666666666667,523.3333333333335,509.2222222222223
355,440.00000000000006,525.0000000000001,510.8333333333334
356,441.33333333333337,526.6666666666667,512.4444444444445
357,442.6666666666667,528.3333333333335,514.0555555555557
358,444.00000000000006,530.0000000000001,515.6666666666667
359,445.33333333333337,531.6666666666667,517.2777777777779
360,446.66666666666674,533.3333333333335,518.8888888888889
361,448.00000000000006,535.0000000000001,520.5000000000001
362,449.33333333333337,536.6666666666667,522.1111111111112
363,450.66666666666674,538.3333333333335,523.7222222222223
364,452.0,540.0000000000001,525.3333333333334
365,453.33333333333337,541.6666666666667,526.9444444444445
366,454.66666666666674,543.3333333333335,528.5555555555557
367,456.00000000000006,545.0000000000001,530.1666666666667
368,457.3333333333334,546.6666666666669,531.7777777777779
369,458.66666666666674,548.3333333333335,533.388888888889
370,460.00000000000006,550.0000000000001,535.0000000000001
371,461.33333333333337,551.6666666666667,536.6111111111112
372,462.6666666666667,553.3333333333334,538.2222222222223
373,464.00000000000006,555.0000000000001,539.8333333333335
374,465.33333333333337,556.6666666666667,541.4444444444446
375,466.66666666666674,558.3333333333335,543.0555555555557
376,468.0,560.0000000000001,544.6666666666667
377,469.33333333333337,561.6666666666667,546.2777777777778
378,470.6666666666667,563.3333333333335,547.888888888889
379,472.0000000000001,565.0000000000001,549.5000000000001
380,473.33333333333337,566.6666666666667,551.1111111111112
381,474.6666666666667,568.3333333333335,552.7222222222223
382,476.00000000000006,570.0000000000001,554.3333333333334
383,477.33333333333337,571.6666666666667,555.9444444444446
384,478.66666666666674,573.3333333333335,557.5555555555557
385,480.00000000000006,575.0000000000001,559.1666666666667
386,481.33333333333337,576.6666666666667,560.7777777777778
387,482.6666666666667,578.3333333333335,562.388888888889
388,484.0000000000001,580.0000000000001,564.0000000000001
389,485.33333333333337,581.6666666666667,565.6111111111112
390,486.66666666666674,583.3333333333334,567.2222222222224
391,488.00000000000006,585.0000000000001,568.8333333333335
392,489.33333333333337,586.6666666666667,570.4444444444446
393,490.6666666666667,588.3333333333335,572.0555555555557
394,492.00000000000006,590.0000000000001,573.6666666666669
395,493.33333333333337,591.6666666666669,575.2777777777778
396,494.66666666666674,593.3333333333335,576.888888888889
397,496.0,595.0000000000001,578.5000000000001
398,497.33333333333337,596.6666666666667,580.1111111111112
399,498.66666666666674,598.3333333333335,581.7222222222223
400,500.0000000000001,600.0000000000001,583.3333333333334
401,501.33333333333337,601.6666666666667,584.9444444444446
402,502.6666666666667,603.3333333333334,586.5555555555557
403,504.0000000000001,605.0000000000001,588.1666666666667
404,505.33333333333337,606.6666666666667,589.7777777777779
405,506.6666666666667,608.3333333333335,591.388888888889
406,508.0,610.0000000000001,593.0000000000001
407,509.33333333333337,611.6666666666667,594.6111111111112
408,510.66666666666674,613.3333333333334,596.2222222222223
409,512.0000000000001,615.0000000000001,597.8333333333334
410,513.3333333333334,616.6666666666667,599.4444444444446
411,514.6666666666667,618.3333333333334,601.0555555555557
412,516.0,620.0000000000001,602.6666666666669
413,517.3333333333334,621.6666666666669,604.2777777777779
414,518.6666666666667,623.3333333333335,605.888888888889
415,520.0,625.0000000000001,607.5000000000001
416,521.3333333333334,626.6666666666667,609.1111111111113
417,522.6666666666667,628.3333333333335,610.7222222222223
418,524.0,630.0000000000001,612.3333333333335
419,525.3333333333334,631.6666666666669,613.9444444444446
420,526.6666666666667,633.3333333333334,615.5555555555557
421,528.0000000000001,635.0000000000001,617.1666666666667
422,529.3333333333334,636.6666666666667,618.7777777777779
423,530.6666666666666,638.3333333333335,620.388888888889
424,532.0,640.0000000000001,622.0000000000001
425,533.3333333333334,641.6666666666669,623.6111111111112
426,534.6666666666667,643.3333333333335,625.2222222222224
427,536.0,645.0000000000001,626.8333333333334
428,537.3333333333335,646.6666666666667,628.4444444444446
429,538.6666666666666,648.3333333333335,630.0555555555557
430,540.0000000000001,650.0000000000001,631.6666666666667
431,541.3333333333334,651.6666666666667,633.2777777777778
432,542.6666666666666,653.3333333333335,634.888888888889
433,544.0,655.0000000000001,636.5000000000001
434,545.3333333333334,656.6666666666669,638.1111111111112
435,546.6666666666667,658.3333333333335,639.7222222222224
436,548.0000000000001,660.0000000000001,641.3333333333334
437,549.3333333333334,661.6666666666669,642.9444444444446
438,550.6666666666666,663.3333333333335,644.5555555555557
439,552.0,665.0000000000001,646.1666666666667
440,553.3333333333335,666.6666666666667,647.7777777777779
441,554.6666666666667,668.3333333333334,649.388888888889
442,556.0000000000001,670.0000000000002,651.0000000000001
443,557.3333333333334,671.6666666666669,652.6111111111112
444,558.6666666666667,673.3333333333335,654.2222222222224
445,560.0000000000001,675.0000000000001,655.8333333333334
446,561.3333333333335,676.6666666666667,657.4444444444446
447,562.6666666666667,678.3333333333335,659.0555555555557
448,564.0000000000001,680.0000000000002,660.6666666666667
449,565.3333333333334,681.6666666666667,662.2777777777779
450,566.6666666666666,683.3333333333335,663.888888888889
451,568.0,685.0000000000001,665.5000000000001
452,569.3333333333334,686.6666666666667,667.1111111111113
453,570.6666666666667,688.3333333333335,668.7222222222224
454,572.0000000000001,690.0000000000001,670.3333333333335
455,573.3333333333334,691.6666666666669,671.9444444444446
456,574.6666666666667,693.3333333333335,673.5555555555557
457,576.0,695.0000000000001,675.1666666666667
458,577.3333333333334,696.6666666666667,676.7777777777778
459,578.6666666666667,698.3333333333335,678.388888888889
460,580.0,700.0000000000001,680.0000000000001
461,581.3333333333334,701.6666666666669,681.6111111111112
462,582.6666666666667,703.3333333333335,683.2222222222223
463,584.0,705.0000000000001,684.8333333333335
464,585.3333333333334,706.6666666666667,686.4444444444446
465,586.6666666666667,708.3333333333335,688.0555555555557
466,588.0000000000001,710.0000000000002,689.6666666666667
467,589.3333333333334,711.6666666666667,691.2777777777779
468,590.6666666666667,713.3333333333335,692.888888888889
469,592.0,715.0000000000001,694.5000000000001
470,593.3333333333334,716.6666666666669,696.1111111111112
471,594.6666666666667,718.3333333333334,697.7222222222223
472,596.0000000000001,720.0000000000002,699.3333333333334
473,597.3333333333334,721.6666666666669,700.9444444444446
474,598.6666666666667,723.3333333333335,702.5555555555557
475,600.0000000000001,725.0000000000001,704.1666666666669
476,601.3333333333334,726.6666666666669,705.7777777777779
477,602.6666666666667,728.3333333333335,707.388888888889
478,604.0,730.0000000000002,709.0000000000001
479,605.3333333333334,731.6666666666669,710.6111111111113
480,606.6666666666667,733.3333333333335,712.2222222222223
481,608.0,735.0000000000002,713.8333333333335
482,609.3333333333334,736.6666666666669,715.4444444444446
483,610.6666666666667,738.3333333333335,717.0555555555557
484,612.0000000000001,740.0000000000001,718.6666666666667
485,613.3333333333334,741.6666666666669,720.2777777777779
486,614.6666666666667,743.3333333333334,721.8888888888889
487,616.0,745.0000000000001,723.5000000000001
488,617.3333333333334,746.6666666666669,725.1111111111112
489,618.6666666666667,748.3333333333335,726.7222222222224
490,620.0,750.0000000000002,728.3333333333335
491,621.3333333333335,751.6666666666669,729.9444444444446
492,622.6666666666667,753.3333333333335,731.5555555555557
493,624.0000000000001,755.0000000000002,733.1666666666667
494,625.3333333333334,756.6666666666669,734.7777777777779
495,626.6666666666667,758.3333333333335,736.388888888889
496,628.0000000000001,760.0000000000001,738.0000000000002
497,629.3333333333335,761.6666666666667,739.6111111111113
498,630.6666666666667,763.3333333333335,741.2222222222223
499,632.0000000000001,765.0000000000001,742.8333333333335
500,633.3333333333334,766.6666666666669,744.4444444444446
501,634.6666666666667,768.3333333333335,746.0555555555557
502,636.0000000000001,770.0000000000001,747.6666666666667
503,637.3333333333335,771.6666666666669,749.2777777777779
504,638.6666666666667,773.3333333333335,750.888888888889
505,640.0000000000001,775.0000000000001,752.5000000000001
506,641.3333333333334,776.6666666666669,754.1111111111112
507,642.6666666666667,778.3333333333335,755.7222222222223
508,644.0000000000001,780.0000000000002,757.3333333333335
509,645.3333333333334,781.6666666666669,758.9444444444446
510,646.6666666666667,783.3333333333335,760.5555555555558
511,648.0000000000001,785.0000000000001,762.1666666666667
512,649.3333333333334,786.6666666666669,763.7777777777779
513,650.6666666666667,788.3333333333335,765.388888888889
514,652.0000000000001,790.0000000000001,767.0000000000001
515,653.3333333333334,791.6666666666669,768.6111111111112
516,654.6666666666667,793.3333333333335,770.2222222222223
517,656.0000000000001,795.0000000000001,771.8333333333335
518,657.3333333333335,796.6666666666669,773.4444444444446
519,658.6666666666667,798.3333333333335,775.0555555555557
520,660.0000000000001,800.0000000000001,776.6666666666667
521,661.3333333333334,801.6666666666669,778.2777777777778
522,662.6666666666667,803.3333333333336,779.888888888889
523,664.0,805.0000000000001,781.5000000000001
524,665.3333333333334,806.6666666666669,783.1111111111113
525,666.6666666666667,808.3333333333335,784.7222222222223
526,668.0000000000001,810.0000000000002,786.3333333333335
527,669.3333333333334,811.6666666666669,787.9444444444446
528,670.6666666666667,813.3333333333335,789.5555555555558
529,672.0000000000001,815.0000000000001,791.1666666666669
530,673.3333333333334,816.6666666666669,792.7777777777778
531,674.6666666666667,818.3333333333335,794.388888888889
532,676.0000000000001,820.0000000000001,796.0000000000001
533,677.3333333333335,821.6666666666667,797.6111111111112
534,678.6666666666667,823.3333333333335,799.2222222222224
535,680.0000000000001,825.0000000000001,800.8333333333335
536,681.3333333333334,826.6666666666669,802.4444444444446
537,682.6666666666667,828.3333333333335,804.0555555555557
538,684.0,830.0000000000001,805.6666666666669
539,685.3333333333335,831.6666666666669,807.2777777777779
540,686.6666666666667,833.3333333333335,808.888888888889
541,688.0000000000001,835.0000000000001,810.5000000000001
542,689.3333333333334,836.6666666666667,812.1111111111112
543,690.6666666666667,838.3333333333336,813.7222222222223
544,692.0000000000001,840.0000000000001,815.3333333333335
545,693.3333333333335,841.6666666666667,816.9444444444446
546,694.6666666666667,843.3333333333335,818.5555555555558
547,696.0000000000001,845.0000000000001,820.1666666666669
548,697.3333333333334,846.6666666666667,821.7777777777779
549,698.6666666666666,848.3333333333335,823.388888888889
550,700.0000000000001,850.0000000000002,825.0000000000001
551,701.3333333333334,851.6666666666669,826.6111111111112
552,702.6666666666667,853.3333333333335,828.2222222222224
553,704.0000000000001,855.0000000000001,829.8333333333335
554,705.3333333333334,856.6666666666669,831.4444444444446
555,706.6666666666667,858.3333333333335,833.0555555555558
556,708.0,860.0000000000002,834.6666666666667
557,709.3333333333334,861.6666666666669,836.2777777777779
558,710.6666666666667,863.3333333333335,837.888888888889
559,712.0000000000001,865.0000000000001,839.5000000000002
560,713.3333333333334,866.6666666666669,841.1111111111112
561,714.6666666666667,868.3333333333335,842.7222222222224
562,716.0000000000001,870.0000000000001,844.3333333333335
563,717.3333333333334,871.6666666666669,845.9444444444447
564,718.6666666666667,873.3333333333335,847.5555555555558
565,720.0000000000001,875.0000000000001,849.1666666666669
566,721.3333333333335,876.6666666666669,850.7777777777779
567,722.6666666666667,878.3333333333335,852.388888888889
568,724.0,880.0000000000002,854.0000000000002
569,725.3333333333334,881.6666666666669,855.6111111111112
570,726.6666666666667,883.3333333333335,857.2222222222224
571,728.0000000000001,885.0000000000002,858.8333333333335
572,729.3333333333335,886.6666666666669,860.4444444444446
573,730.6666666666667,888.3333333333335,862.0555555555557
574,732.0000000000001,890.0000000000002,863.6666666666667
575,733.3333333333334,891.6666666666667,865.2777777777779
576,734.6666666666667,893.3333333333335,866.888888888889
577,736.0000000000001,895.0000000000001,868.5000000000001
578,737.3333333333334,896.6666666666669,870.1111111111113
579,738.6666666666667,898.3333333333335,871.7222222222224
580,740.0000000000001,900.0000000000001,873.3333333333335
581,741.3333333333334,901.6666666666669,874.9444444444446
582,742.6666666666667,903.3333333333335,876.5555555555558
583,744.0,905.0000000000002,878.1666666666667
584,745.3333333333334,906.6666666666669,879.7777777777779
585,746.6666666666667,908.3333333333336,881.3888888888891
586,748.0000000000001,910.0000000000001,883.0000000000002
587,749.3333333333334,911.6666666666667,884.6111111111113
588,750.6666666666667,913.3333333333335,886.2222222222224
589,752.0,915.0000000000002,887.8333333333335
590,753.3333333333335,916.6666666666669,889.4444444444446
591,754.6666666666669,918.3333333333335,891.0555555555557
592,756.0000000000001,920.0000000000002,892.6666666666669
593,757.3333333333335,921.6666666666669,894.2777777777779
594,758.6666666666667,923.3333333333336,895.888888888889
595,760.0000000000001,925.0000000000001,897.5000000000001
596,761.3333333333335,926.6666666666669,899.1111111111112
597,762.6666666666669,928.3333333333335,900.7222222222223
598,764.0,930.0000000000002,902.3333333333336
599,765.3333333333334,931.6666666666669,903.9444444444447
600,766.6666666666667,933.3333333333335,905.5555555555557
601,768.0000000000001,935.0000000000002,907.1666666666667
602,769.3333333333334,936.6666666666669,908.7777777777779
603,770.6666666666667,938.3333333333336,910.388888888889
604,772.0,940.0000000000001,912.0000000000001
605,773.3333333333334,941.6666666666669,913.6111111111113
606,774.6666666666669,943.3333333333335,915.2222222222224
607,776.0000000000001,945.0000000000001,916.8333333333335
608,777.3333333333334,946.6666666666669,918.4444444444446
609,778.6666666666667,948.3333333333336,920.0555555555557
610,780.0,950.0000000000001,921.6666666666669
611,781.3333333333335,951.6666666666669,923.2777777777779
612,782.6666666666667,953.3333333333336,924.888888888889
613,784.0000000000001,955.0000000000002,926.5000000000001
614,785.3333333333334,956.6666666666669,928.1111111111112
615,786.6666666666667,958.3333333333336,929.7222222222224
616,788.0,960.0000000000002,931.3333333333335
617,789.3333333333334,961.6666666666669,932.9444444444446
618,790.6666666666667,963.3333333333335,934.5555555555558
619,792.0000000000001,965.0000000000002,936.1666666666667
620,793.3333333333335,966.6666666666669,937.7777777777779
621,794.6666666666667,968.3333333333335,939.3888888888891
622,796.0,970.0000000000001,941.0000000000002
623,797.3333333333335,971.6666666666669,942.6111111111113
624,798.6666666666667,973.3333333333335,944.2222222222224
625,800.0000000000001,975.0000000000002,945.8333333333335
626,801.3333333333334,976.6666666666669,947.4444444444447
627,802.6666666666667,978.3333333333336,949.0555555555557
628,804.0000000000001,980.0000000000002,950.6666666666669
629,805.3333333333334,981.6666666666669,952.2777777777779
630,806.6666666666667,983.3333333333335,953.888888888889
631,808.0000000000001,985.0000000000001,955.5000000000001
632,809.3333333333335,986.6666666666669,957.1111111111113
633,810.6666666666667,988.3333333333336,958.7222222222223
634,812.0,990.0000000000002,960.3333333333336
635,813.3333333333334,991.6666666666667,961.9444444444446
636,814.6666666666669,993.3333333333335,963.5555555555558
637,816.0000000000001,995.0000000000002,965.1666666666669
638,817.3333333333335,996.6666666666669,966.777777777778
639,818.6666666666667,998.3333333333335,968.3888888888891
640,820.0000000000001,1000.0000000000001,970.0000000000001
641,821.3333333333335,1001.666666666667,971.6111111111113
642,822.6666666666669,1003.3333333333335,973.2222222222223
643,824.0000000000001,1005.0000000000001,974.8333333333335
644,825.3333333333335,1006.6666666666669,976.4444444444447
